Unnamed: 0,season,gameId,date,result_reg,team_goals_reg_home,team_goals_reg_away,teamname_home,teamname_away,odd_winhome,odd_draw,odd_awaywin,teamname_home_home_dup,home_goals_from_players,home_assists,home_shots,home_toi_total,home_num_players,teamname_away_away_dup,away_goals_from_players,away_assists,away_shots,away_toi_total,away_num_players
165,2011,2011020165,2011-11-02,0,2,3,BUF,PHI,2.3,4.2,2.89,BUF,2.0,4.0,31.0,21240,20,PHI,3.0,5.0,26.0,21110,20
166,2011,2011020166,2011-11-02,0,3,5,NJD,TOR,2.29,4.2,2.95,NJD,3.0,5.0,22.0,21360,20,TOR,5.0,9.0,23.0,21405,20
167,2011,2011020167,2011-11-02,0,1,4,COL,PHX,2.4,4.05,2.7,COL,1.0,2.0,40.0,21480,20,PHX,4.0,8.0,28.0,21120,20
174,2011,2011020174,2011-11-03,2,5,1,MIN,VAN,3.2,4.1,2.25,MIN,5.0,9.0,45.0,21000,20,VAN,1.0,2.0,25.0,21240,20
177,2011,2011020177,2011-11-03,1,3,3,SJS,PIT,2.2,4.2,3.0,SJS,3.0,6.0,37.0,22980,20,PIT,3.0,6.0,36.0,22860,20
176,2011,2011020176,2011-11-03,0,0,3,LAK,EDM,1.95,4.25,3.5,LAK,0.0,0.0,19.0,21120,20,EDM,3.0,5.0,27.0,21360,20
173,2011,2011020173,2011-11-03,0,1,4,DET,CGY,1.9,4.4,3.55,DET,1.0,2.0,29.0,21272,20,CGY,4.0,6.0,22.0,21264,20
175,2011,2011020175,2011-11-03,0,0,3,PHX,NSH,2.75,3.95,2.55,PHX,0.0,0.0,35.0,21363,20,NSH,3.0,4.0,31.0,21310,20
171,2011,2011020171,2011-11-03,0,1,4,CBJ,TOR,2.45,4.0,2.79,CBJ,1.0,2.0,39.0,21360,20,TOR,4.0,6.0,18.0,21120,20
170,2011,2011020170,2011-11-03,1,3,3,PHI,NJD,2.05,4.2,3.4,PHI,3.0,3.0,23.0,22620,20,NJD,3.0,4.0,39.0,22260,20
172,2011,2011020172,2011-11-03,1,2,2,FLA,CHI,2.9,4.2,2.25,FLA,2.0,3.0,43.0,22860,20,CHI,2.0,3.0,33.0,22860,20
169,2011,2011020169,2011-11-03,1,1,1,NYR,ANA,2.29,4.1,2.8,NYR,1.0,2.0,25.0,22740,20,ANA,1.0,2.0,28.0,22500,20
168,2011,2011020168,2011-11-03,0,0,3,NYI,WPG,2.16,4.2,3.0,NYI,0.0,0.0,34.0,21600,20,WPG,3.0,4.0,26.0,21240,20
178,2011,2011020178,2011-11-04,0,1,5,CAR,WSH,2.9,4.2,2.3,CAR,1.0,2.0,25.0,21287,20,WSH,5.0,9.0,32.0,21157,20
179,2011,2011020179,2011-11-04,2,2,1,BUF,CGY,1.91,4.35,3.75,BUF,2.0,3.0,44.0,21240,20,CGY,1.0,2.0,30.0,21240,20
180,2011,2011020180,2011-11-04,0,1,2,OTT,MTL,2.65,4.05,2.55,OTT,1.0,2.0,34.0,21360,20,MTL,2.0,3.0,26.0,21149,20
181,2011,2011020181,2011-11-04,1,4,4,TBL,CHI,2.45,4.05,2.7,TBL,5.0,9.0,32.0,22680,20,CHI,4.0,6.0,32.0,22794,20
182,2011,2011020182,2011-11-04,2,3,2,STL,VAN,2.6,4.05,2.5,STL,3.0,6.0,28.0,21205,20,VAN,2.0,2.0,30.0,21240,20
183,2011,2011020183,2011-11-04,1,6,6,DAL,COL,2.38,4.2,2.85,DAL,7.0,14.0,29.0,22139,20,COL,6.0,9.0,40.0,22156,20
194,2011,2011020194,2011-11-05,1,3,3,SJS,NSH,2.04,4.33,3.3,SJS,3.0,6.0,38.0,22164,20,NSH,4.0,7.0,35.0,22056,20
193,2011,2011020193,2011-11-05,1,2,2,LAK,PIT,2.45,4.0,2.75,LAK,2.0,4.0,26.0,22399,20,PIT,2.0,4.0,33.0,22620,20
192,2011,2011020192,2011-11-05,2,4,2,PHX,EDM,2.29,4.05,2.9,PHX,4.0,6.0,30.0,21366,20,EDM,2.0,4.0,26.0,21387,20
191,2011,2011020191,2011-11-05,2,2,1,MIN,STL,2.4,4.0,2.8,MIN,2.0,2.0,26.0,21360,20,STL,1.0,2.0,30.0,21240,20
190,2011,2011020190,2011-11-05,2,5,0,DET,ANA,2.06,4.2,3.25,DET,5.0,9.0,50.0,21060,20,ANA,0.0,0.0,22.0,21203,20
189,2011,2011020189,2011-11-05,2,9,2,PHI,CBJ,1.9,4.45,4.0,PHI,9.0,15.0,33.0,21120,20,CBJ,2.0,3.0,35.0,20958,20
188,2011,2011020188,2011-11-05,2,5,3,NYR,MTL,2.2,4.33,3.2,NYR,5.0,10.0,29.0,21380,20,MTL,3.0,6.0,28.0,20601,20
187,2011,2011020187,2011-11-05,2,5,3,NYI,WSH,3.0,4.33,2.2,NYI,5.0,7.0,35.0,21272,20,WSH,3.0,6.0,28.0,21113,20
186,2011,2011020186,2011-11-05,1,2,2,NJD,WPG,2.1,4.2,3.3,NJD,3.0,5.0,28.0,21680,20,WPG,2.0,3.0,23.0,21800,20
185,2011,2011020185,2011-11-05,1,2,2,OTT,BUF,2.89,4.1,2.35,OTT,2.0,2.0,27.0,22860,20,BUF,2.0,4.0,33.0,22860,20
184,2011,2011020184,2011-11-05,0,0,7,TOR,BOS,2.7,4.0,2.55,TOR,0.0,0.0,25.0,21410,20,BOS,7.0,12.0,20.0,21120,20
195,2011,2011020195,2011-11-06,0,2,5,CAR,DAL,2.4,4.33,2.65,CAR,2.0,4.0,32.0,21203,20,DAL,5.0,9.0,27.0,20743,20
196,2011,2011020196,2011-11-06,1,3,3,FLA,TBL,2.5,4.33,2.54,FLA,3.0,5.0,41.0,22798,20,TBL,3.0,6.0,37.0,22958,20
197,2011,2011020197,2011-11-06,2,3,0,NYR,WPG,1.92,4.35,3.75,NYR,3.0,5.0,27.0,21120,20,WPG,0.0,0.0,23.0,20916,20
198,2011,2011020198,2011-11-06,0,2,6,CHI,VAN,2.29,4.2,2.85,CHI,2.0,3.0,40.0,21117,20,VAN,6.0,12.0,38.0,21000,20
199,2011,2011020199,2011-11-06,0,1,2,COL,CGY,2.5,4.1,2.7,COL,1.0,2.0,33.0,21531,20,CGY,2.0,4.0,23.0,21464,20
200,2011,2011020200,2011-11-07,2,6,2,BOS,NYI,1.91,4.35,3.8,BOS,6.0,11.0,37.0,21111,20,NYI,2.0,4.0,26.0,21513,20
201,2011,2011020201,2011-11-07,2,4,2,SJS,LAK,2.2,4.2,3.0,SJS,4.0,8.0,38.0,21029,20,LAK,2.0,3.0,31.0,20907,20
209,2011,2011020209,2011-11-08,0,0,3,CGY,MIN,2.35,4.2,2.95,CGY,0.0,0.0,41.0,21410,20,MIN,3.0,6.0,26.0,20537,20
210,2011,2011020210,2011-11-08,2,4,3,LAK,NSH,2.35,4.2,2.85,LAK,4.0,8.0,30.0,20777,20,NSH,3.0,3.0,30.0,20864,20
208,2011,2011020208,2011-11-08,2,3,0,STL,CHI,2.6,4.05,2.48,STL,3.0,6.0,23.0,21120,20,CHI,0.0,0.0,29.0,21417,20
207,2011,2011020207,2011-11-08,2,5,2,DET,COL,1.97,4.3,3.39,DET,5.0,6.0,30.0,21426,20,COL,2.0,4.0,26.0,21271,20
203,2011,2011020203,2011-11-08,0,1,5,TOR,FLA,2.3,4.05,2.85,TOR,1.0,2.0,39.0,21360,20,FLA,5.0,8.0,28.0,21360,20
205,2011,2011020205,2011-11-08,0,2,5,WSH,DAL,2.0,4.33,3.35,WSH,2.0,4.0,32.0,20932,20,DAL,5.0,8.0,36.0,21079,20
204,2011,2011020204,2011-11-08,2,3,2,NJD,CAR,2.39,4.1,2.85,NJD,3.0,5.0,36.0,21360,20,CAR,2.0,2.0,27.0,21120,20
202,2011,2011020202,2011-11-08,1,5,5,BUF,WPG,1.78,4.6,4.15,BUF,6.0,10.0,45.0,22458,20,WPG,5.0,9.0,31.0,21884,20
206,2011,2011020206,2011-11-08,0,1,3,MTL,EDM,2.25,4.2,3.1,MTL,1.0,2.0,29.0,21360,20,EDM,3.0,3.0,14.0,20880,20
211,2011,2011020211,2011-11-09,0,2,3,OTT,NYR,2.79,4.1,2.45,OTT,2.0,4.0,31.0,21480,20,NYR,3.0,4.0,19.0,21360,20
212,2011,2011020212,2011-11-09,1,1,1,TBL,PHI,2.7,4.33,2.55,TBL,2.0,4.0,24.0,21853,20,PHI,1.0,2.0,15.0,21546,20
213,2011,2011020213,2011-11-09,0,2,4,ANA,NSH,2.45,4.0,2.72,ANA,2.0,4.0,33.0,21240,20,NSH,4.0,5.0,32.0,21000,20
221,2011,2011020221,2011-11-10,2,3,1,SJS,MIN,1.95,4.2,3.6,SJS,3.0,5.0,36.0,21120,20,MIN,1.0,2.0,22.0,20958,20
219,2011,2011020219,2011-11-10,1,2,2,PHX,MTL,2.26,4.2,2.9,PHX,2.0,4.0,34.0,22005,20,MTL,3.0,2.0,36.0,21885,20
218,2011,2011020218,2011-11-10,1,3,3,COL,NYI,2.29,4.1,2.8,COL,4.0,8.0,51.0,22040,20,NYI,3.0,5.0,33.0,21803,20
220,2011,2011020220,2011-11-10,0,2,3,LAK,VAN,2.54,4.0,2.6,LAK,2.0,4.0,30.0,20744,20,VAN,3.0,6.0,32.0,20841,20
216,2011,2011020216,2011-11-10,1,2,2,STL,TOR,2.02,4.2,3.4,STL,2.0,4.0,40.0,22808,20,TOR,2.0,4.0,22.0,22582,20
215,2011,2011020215,2011-11-10,0,3,6,CBJ,CHI,3.2,4.5,2.1,CBJ,3.0,6.0,30.0,21336,20,CHI,6.0,11.0,36.0,21182,20
214,2011,2011020214,2011-11-10,2,6,3,BOS,EDM,1.95,4.33,3.6,BOS,6.0,8.0,28.0,21049,20,EDM,3.0,5.0,30.0,21122,20
217,2011,2011020217,2011-11-10,0,2,5,WPG,FLA,2.64,4.33,2.5,WPG,2.0,4.0,27.0,21200,20,FLA,5.0,9.0,20.0,21293,20
222,2011,2011020222,2011-11-11,0,1,3,NJD,WSH,3.0,4.15,2.29,NJD,1.0,2.0,33.0,21120,20,WSH,3.0,5.0,20.0,21000,20
223,2011,2011020223,2011-11-11,2,5,1,NYR,CAR,2.15,4.2,3.25,NYR,5.0,7.0,40.0,21360,20,CAR,1.0,2.0,35.0,21247,20
224,2011,2011020224,2011-11-11,2,3,1,PIT,DAL,2.22,4.2,3.0,PIT,3.0,4.0,32.0,21325,20,DAL,1.0,2.0,20.0,21064,20
225,2011,2011020225,2011-11-11,2,5,1,BUF,OTT,1.85,4.4,3.75,BUF,5.0,10.0,21.0,21214,20,OTT,1.0,2.0,37.0,21000,20
226,2011,2011020226,2011-11-11,2,3,0,DET,EDM,1.95,4.2,3.75,DET,3.0,5.0,30.0,21240,20,EDM,0.0,0.0,24.0,20880,20
227,2011,2011020227,2011-11-11,2,4,1,CHI,CGY,2.05,4.33,3.3,CHI,4.0,8.0,31.0,21480,20,CGY,1.0,1.0,25.0,21228,20
228,2011,2011020228,2011-11-11,2,4,3,ANA,VAN,2.65,4.05,2.4,ANA,4.0,5.0,21.0,21097,20,VAN,3.0,6.0,41.0,21060,20
236,2011,2011020236,2011-11-12,2,3,0,STL,TBL,2.3,4.2,2.89,STL,3.0,5.0,24.0,20991,20,TBL,0.0,0.0,19.0,21000,20
239,2011,2011020239,2011-11-12,0,0,3,SJS,PHX,1.92,4.3,3.6,SJS,0.0,0.0,31.0,21240,20,PHX,3.0,6.0,23.0,21120,20
238,2011,2011020238,2011-11-12,2,5,2,LAK,MIN,2.15,4.35,3.29,LAK,5.0,9.0,36.0,20936,20,MIN,2.0,4.0,26.0,20466,20
237,2011,2011020237,2011-11-12,0,3,4,COL,CGY,2.35,4.2,2.79,COL,3.0,6.0,39.0,21240,20,CGY,4.0,7.0,20.0,21025,20
234,2011,2011020234,2011-11-12,2,2,1,CBJ,WPG,2.4,4.1,2.7,CBJ,2.0,4.0,27.0,21000,20,WPG,1.0,1.0,36.0,21120,20
235,2011,2011020235,2011-11-12,1,1,1,NSH,MTL,2.05,4.25,3.29,NSH,1.0,2.0,26.0,21875,20,MTL,2.0,4.0,25.0,21755,20
232,2011,2011020232,2011-11-12,2,5,3,CAR,PIT,2.9,4.1,2.3,CAR,5.0,9.0,26.0,21090,20,PIT,3.0,5.0,40.0,21120,20
231,2011,2011020231,2011-11-12,1,2,2,WSH,NJD,1.85,4.4,4.0,WSH,2.0,2.0,17.0,22500,20,NJD,2.0,3.0,19.0,22500,20
230,2011,2011020230,2011-11-12,0,2,5,TOR,OTT,2.15,4.2,3.25,TOR,2.0,2.0,33.0,21151,20,OTT,5.0,4.0,24.0,20880,20
229,2011,2011020229,2011-11-12,2,6,2,BOS,BUF,2.15,4.2,3.15,BOS,6.0,9.0,35.0,20934,20,BUF,2.0,3.0,23.0,21020,20
233,2011,2011020233,2011-11-12,2,5,2,DET,DAL,2.01,4.2,3.39,DET,5.0,9.0,40.0,21362,20,DAL,2.0,4.0,27.0,21226,20
243,2011,2011020243,2011-11-13,2,4,1,VAN,NYI,1.81,4.4,3.75,VAN,4.0,7.0,36.0,21600,20,NYI,1.0,2.0,24.0,21260,20
240,2011,2011020240,2011-11-13,0,2,3,FLA,PHI,2.79,4.1,2.4,FLA,2.0,3.0,33.0,21000,20,PHI,3.0,4.0,35.0,20760,20
241,2011,2011020241,2011-11-13,2,6,3,CHI,EDM,1.95,4.3,3.5,CHI,6.0,10.0,35.0,21286,20,EDM,3.0,4.0,23.0,21130,20
242,2011,2011020242,2011-11-13,0,2,3,ANA,MIN,2.2,4.2,3.2,ANA,2.0,2.0,34.0,21000,20,MIN,3.0,6.0,26.0,21094,20
244,2011,2011020244,2011-11-14,0,3,5,CAR,PHI,2.75,4.05,2.36,CAR,3.0,3.0,20.0,20746,20,PHI,5.0,9.0,28.0,20820,20
245,2011,2011020245,2011-11-14,1,2,2,MTL,BUF,2.75,4.0,2.48,MTL,2.0,4.0,27.0,22500,20,BUF,2.0,3.0,32.0,22305,20
246,2011,2011020246,2011-11-14,2,5,2,WPG,TBL,3.2,4.25,2.05,WPG,5.0,8.0,39.0,20880,20,TBL,2.0,3.0,32.0,21486,20
253,2011,2011020253,2011-11-15,2,3,1,NSH,WSH,2.8,4.05,2.45,NSH,3.0,4.0,31.0,21240,20,WSH,1.0,2.0,40.0,21360,20
250,2011,2011020250,2011-11-15,2,6,3,PIT,COL,1.91,4.3,3.65,PIT,6.0,11.0,33.0,21470,20,COL,3.0,6.0,27.0,20844,20
255,2011,2011020255,2011-11-15,0,1,3,CGY,OTT,2.1,4.25,3.1,CGY,1.0,1.0,39.0,21120,20,OTT,3.0,5.0,32.0,20949,20
254,2011,2011020254,2011-11-15,0,0,6,DAL,FLA,2.25,4.2,3.0,DAL,0.0,0.0,25.0,21000,20,FLA,6.0,10.0,30.0,21240,20
252,2011,2011020252,2011-11-15,2,2,1,STL,DET,2.5,4.2,2.6,STL,2.0,3.0,37.0,20700,20,DET,1.0,1.0,22.0,21305,20
247,2011,2011020247,2011-11-15,2,4,3,BOS,NJD,1.9,4.3,3.75,BOS,4.0,7.0,37.0,21022,20,NJD,3.0,5.0,30.0,21360,20
249,2011,2011020249,2011-11-15,0,2,4,NYI,NYR,3.0,4.05,2.3,NYI,2.0,4.0,33.0,21000,20,NYR,4.0,6.0,30.0,20960,20
248,2011,2011020248,2011-11-15,1,2,2,TOR,PHX,2.6,4.2,2.55,TOR,2.0,4.0,37.0,22860,20,PHX,2.0,3.0,35.0,22893,20
251,2011,2011020251,2011-11-15,0,2,4,CBJ,MIN,2.65,4.1,2.5,CBJ,2.0,2.0,45.0,21038,20,MIN,4.0,6.0,24.0,21262,20
259,2011,2011020259,2011-11-16,1,1,1,LAK,ANA,2.0,4.2,3.75,LAK,1.0,2.0,37.0,22730,20,ANA,1.0,2.0,24.0,22440,20
256,2011,2011020256,2011-11-16,2,4,0,MTL,CAR,2.26,4.1,3.0,MTL,4.0,7.0,36.0,20956,20,CAR,0.0,0.0,25.0,21321,20
257,2011,2011020257,2011-11-16,0,3,5,BUF,NJD,1.95,4.25,3.5,BUF,3.0,6.0,32.0,21198,20,NJD,5.0,5.0,21.0,21206,20
258,2011,2011020258,2011-11-16,0,1,5,VAN,CHI,2.3,4.0,2.8,VAN,1.0,2.0,29.0,21163,20,CHI,5.0,10.0,27.0,21360,20
268,2011,2011020268,2011-11-17,0,2,5,EDM,OTT,2.3,4.2,2.8,EDM,2.0,3.0,24.0,21240,20,OTT,5.0,7.0,16.0,21399,20
263,2011,2011020263,2011-11-17,2,4,1,TBL,PIT,2.65,4.05,2.45,TBL,4.0,4.0,18.0,20708,20,PIT,1.0,2.0,34.0,20911,20
270,2011,2011020270,2011-11-17,2,5,2,SJS,DET,2.25,4.2,3.0,SJS,5.0,9.0,28.0,21331,20,DET,2.0,4.0,42.0,21480,20
267,2011,2011020267,2011-11-17,2,4,1,WPG,WSH,3.3,4.25,2.1,WPG,4.0,5.0,31.0,21000,20,WSH,1.0,2.0,32.0,21044,20
269,2011,2011020269,2011-11-17,0,3,5,ANA,LAK,2.75,4.0,2.5,ANA,3.0,6.0,38.0,21124,20,LAK,5.0,7.0,36.0,21125,20
266,2011,2011020266,2011-11-17,2,1,0,MIN,COL,2.25,4.15,2.85,MIN,1.0,2.0,18.0,21240,20,COL,0.0,0.0,27.0,21480,20
260,2011,2011020260,2011-11-17,1,1,1,BOS,CBJ,1.71,4.55,4.5,BOS,1.0,0.0,27.0,22809,20,CBJ,1.0,2.0,31.0,22860,20
264,2011,2011020264,2011-11-17,2,4,1,STL,FLA,2.15,4.2,3.2,STL,4.0,2.0,31.0,20940,20,FLA,1.0,0.0,21.0,21000,20
262,2011,2011020262,2011-11-17,2,2,1,PHI,PHX,2.04,4.25,3.4,PHI,2.0,4.0,42.0,21120,20,PHX,1.0,2.0,31.0,21240,20
261,2011,2011020261,2011-11-17,2,4,3,NYI,MTL,2.55,4.0,2.6,NYI,4.0,4.0,33.0,21140,20,MTL,3.0,5.0,29.0,21240,20
265,2011,2011020265,2011-11-17,2,4,1,NSH,TOR,2.0,4.2,3.5,NSH,4.0,7.0,22.0,21401,20,TOR,1.0,2.0,39.0,21240,20
271,2011,2011020271,2011-11-18,0,0,1,CAR,BUF,2.79,4.0,2.34,CAR,0.0,0.0,34.0,21401,20,BUF,1.0,2.0,20.0,21240,20
272,2011,2011020272,2011-11-18,2,3,0,COL,DAL,2.65,4.05,2.5,COL,3.0,6.0,45.0,21480,20,DAL,0.0,0.0,24.0,21040,20
273,2011,2011020273,2011-11-18,2,5,2,CGY,CHI,2.8,4.1,2.4,CGY,5.0,8.0,26.0,20974,20,CHI,2.0,4.0,32.0,21120,20
284,2011,2011020284,2011-11-19,0,1,4,DAL,SJS,3.2,4.2,2.25,DAL,1.0,1.0,31.0,21007,20,SJS,4.0,7.0,38.0,21151,20
283,2011,2011020283,2011-11-19,1,2,2,MIN,STL,2.75,4.0,2.5,MIN,2.0,2.0,32.0,22861,20,STL,2.0,4.0,27.0,22970,20
282,2011,2011020282,2011-11-19,1,3,3,NSH,CBJ,1.83,4.4,3.9,NSH,3.0,6.0,30.0,21856,20,CBJ,4.0,6.0,29.0,22072,20
281,2011,2011020281,2011-11-19,2,3,2,FLA,PIT,2.9,4.05,2.4,FLA,3.0,6.0,31.0,21360,20,PIT,2.0,3.0,41.0,21310,20
280,2011,2011020280,2011-11-19,0,2,4,TBL,NJD,2.29,4.2,2.85,TBL,2.0,4.0,23.0,20719,20,NJD,4.0,5.0,24.0,20881,20
276,2011,2011020276,2011-11-19,0,2,4,BUF,PHX,2.3,4.1,2.85,BUF,2.0,4.0,45.0,21360,20,PHX,4.0,8.0,29.0,21480,20
278,2011,2011020278,2011-11-19,2,4,0,MTL,NYR,2.54,4.0,2.65,MTL,4.0,8.0,31.0,21240,20,NYR,0.0,0.0,17.0,21011,20
277,2011,2011020277,2011-11-19,2,7,1,TOR,WSH,3.2,4.2,2.1,TOR,7.0,11.0,29.0,20880,20,WSH,1.0,2.0,41.0,20985,20
275,2011,2011020275,2011-11-19,0,1,4,LAK,DET,2.4,4.0,2.75,LAK,1.0,0.0,24.0,21136,20,DET,4.0,7.0,38.0,21000,20
274,2011,2011020274,2011-11-19,2,6,4,WPG,PHI,3.2,4.25,2.1,WPG,6.0,8.0,40.0,20681,20,PHI,4.0,8.0,31.0,20653,20
285,2011,2011020285,2011-11-19,2,9,2,EDM,CHI,3.0,4.1,2.3,EDM,9.0,16.0,34.0,20973,20,CHI,2.0,4.0,36.0,21055,20
279,2011,2011020279,2011-11-19,0,0,6,NYI,BOS,3.2,4.25,2.06,NYI,0.0,0.0,23.0,21059,20,BOS,6.0,8.0,30.0,21480,20
288,2011,2011020288,2011-11-20,0,2,4,ANA,DET,2.65,4.05,2.4,ANA,2.0,4.0,34.0,20880,20,DET,4.0,7.0,30.0,21034,20
289,2011,2011020289,2011-11-20,1,1,1,VAN,OTT,1.9,4.4,3.75,VAN,2.0,4.0,27.0,21681,20,OTT,1.0,2.0,29.0,21823,20
286,2011,2011020286,2011-11-20,2,3,2,CAR,TOR,2.15,4.2,3.1,CAR,3.0,6.0,41.0,21215,20,TOR,2.0,4.0,25.0,20762,20
287,2011,2011020287,2011-11-20,0,1,4,COL,SJS,2.85,4.15,2.25,COL,1.0,2.0,37.0,20893,20,SJS,4.0,8.0,18.0,21480,20
296,2011,2011020296,2011-11-21,2,4,1,DAL,EDM,2.25,4.1,3.0,DAL,4.0,7.0,35.0,20880,20,EDM,1.0,2.0,18.0,21240,20
295,2011,2011020295,2011-11-21,2,4,3,FLA,NJD,2.4,4.0,2.89,FLA,4.0,7.0,36.0,21240,20,NJD,3.0,5.0,25.0,21000,20
294,2011,2011020294,2011-11-21,0,0,1,MTL,BOS,3.0,4.2,2.25,MTL,0.0,0.0,33.0,21480,20,BOS,1.0,2.0,18.0,21143,20
291,2011,2011020291,2011-11-21,2,5,0,PIT,NYI,1.74,4.45,4.6,PIT,5.0,10.0,36.0,20914,20,NYI,0.0,0.0,29.0,21130,20
292,2011,2011020292,2011-11-21,2,4,3,WSH,PHX,2.15,4.2,3.2,WSH,4.0,4.0,31.0,21360,20,PHX,3.0,2.0,23.0,21018,20
293,2011,2011020293,2011-11-21,2,4,1,CBJ,CGY,2.56,4.05,2.5,CBJ,4.0,7.0,30.0,21411,20,CGY,1.0,2.0,28.0,21269,20
290,2011,2011020290,2011-11-21,0,2,4,PHI,CAR,1.78,4.6,4.25,PHI,2.0,2.0,32.0,21321,20,CAR,4.0,8.0,31.0,21131,20
297,2011,2011020297,2011-11-22,0,1,7,TBL,TOR,2.05,4.25,3.39,TBL,1.0,2.0,28.0,21058,20,TOR,7.0,12.0,26.0,20944,20
298,2011,2011020298,2011-11-22,0,2,3,STL,LAK,2.3,4.0,2.89,STL,2.0,3.0,25.0,20885,20,LAK,3.0,4.0,28.0,20998,20
299,2011,2011020299,2011-11-22,0,2,6,NSH,EDM,1.95,4.4,3.79,NSH,2.0,4.0,32.0,21323,20,EDM,6.0,12.0,32.0,20994,20
307,2011,2011020307,2011-11-23,2,2,1,FLA,NYR,2.54,4.0,2.6,FLA,2.0,4.0,38.0,21120,20,NYR,1.0,2.0,20.0,21015,20
312,2011,2011020312,2011-11-23,2,1,0,SJS,CHI,2.18,4.2,3.0,SJS,1.0,2.0,21.0,21120,20,CHI,0.0,0.0,34.0,21223,20
311,2011,2011020311,2011-11-23,2,4,2,PHX,ANA,2.18,4.2,3.1,PHX,4.0,6.0,29.0,21240,20,ANA,2.0,4.0,21.0,20619,20
310,2011,2011020310,2011-11-23,0,0,3,COL,VAN,3.1,4.1,2.3,COL,0.0,0.0,24.0,21240,20,VAN,3.0,3.0,29.0,21120,20
309,2011,2011020309,2011-11-23,1,2,2,DAL,LAK,2.75,3.95,2.5,DAL,3.0,6.0,38.0,22120,20,LAK,2.0,2.0,24.0,22120,20
308,2011,2011020308,2011-11-23,2,3,2,MIN,NSH,2.5,4.0,2.7,MIN,3.0,5.0,30.0,20903,20,NSH,2.0,4.0,25.0,20913,20
306,2011,2011020306,2011-11-23,2,5,3,DET,CGY,1.92,4.4,3.55,DET,5.0,10.0,30.0,21004,20,CGY,3.0,5.0,22.0,21103,20
305,2011,2011020305,2011-11-23,1,3,3,CAR,MTL,2.75,4.0,2.6,CAR,3.0,6.0,33.0,22740,20,MTL,3.0,5.0,34.0,22616,20
304,2011,2011020304,2011-11-23,1,3,3,WSH,WPG,1.83,4.4,3.85,WSH,4.0,8.0,37.0,21920,20,WPG,3.0,6.0,25.0,21800,20
303,2011,2011020303,2011-11-23,1,2,2,PIT,STL,1.85,4.4,3.9,PIT,2.0,3.0,33.0,22235,20,STL,3.0,4.0,43.0,22581,20
302,2011,2011020302,2011-11-23,1,3,3,NYI,PHI,3.2,4.33,2.05,NYI,3.0,5.0,32.0,21771,20,PHI,4.0,7.0,33.0,21791,20
301,2011,2011020301,2011-11-23,1,1,1,NJD,CBJ,2.04,4.3,3.4,NJD,1.0,2.0,24.0,22380,20,CBJ,1.0,2.0,36.0,22740,20
300,2011,2011020300,2011-11-23,1,3,3,BUF,BOS,2.7,4.1,2.35,BUF,3.0,5.0,34.0,22507,20,BOS,3.0,6.0,39.0,22511,20
324,2011,2011020324,2011-11-25,1,3,3,DAL,TOR,2.3,4.15,2.8,DAL,3.0,6.0,29.0,22683,20,TOR,3.0,6.0,23.0,22620,20
323,2011,2011020323,2011-11-25,2,2,0,STL,CGY,2.05,4.25,3.3,STL,2.0,3.0,24.0,21124,20,CGY,0.0,0.0,24.0,21480,20
322,2011,2011020322,2011-11-25,1,1,1,FLA,TBL,2.26,4.2,2.89,FLA,1.0,1.0,24.0,22124,20,TBL,2.0,3.0,31.0,21865,20
321,2011,2011020321,2011-11-25,2,5,1,CBJ,BUF,2.8,4.2,2.3,CBJ,5.0,9.0,34.0,21240,20,BUF,1.0,2.0,29.0,21091,20
320,2011,2011020320,2011-11-25,0,1,3,CAR,WPG,2.25,4.2,2.89,CAR,1.0,2.0,21.0,21480,20,WPG,3.0,4.0,30.0,21108,20
325,2011,2011020325,2011-11-25,0,0,5,PHX,VAN,2.6,4.1,2.45,PHX,0.0,0.0,22.0,21000,20,VAN,5.0,5.0,37.0,21240,20
319,2011,2011020319,2011-11-25,2,6,3,PIT,OTT,1.75,4.5,4.2,PIT,6.0,11.0,40.0,21000,20,OTT,3.0,6.0,27.0,20893,20
317,2011,2011020317,2011-11-25,0,3,6,WSH,NYR,2.2,4.2,3.0,WSH,3.0,6.0,21.0,21111,20,NYR,6.0,11.0,33.0,21197,20
316,2011,2011020316,2011-11-25,0,2,5,MIN,EDM,2.2,4.1,3.1,MIN,2.0,2.0,32.0,21142,20,EDM,5.0,10.0,29.0,21149,20
315,2011,2011020315,2011-11-25,2,3,1,PHI,MTL,2.2,4.2,3.1,PHI,3.0,5.0,36.0,21000,20,MTL,1.0,2.0,24.0,21120,20
314,2011,2011020314,2011-11-25,0,0,1,NYI,NJD,2.79,4.0,2.4,NYI,0.0,0.0,23.0,21382,20,NJD,1.0,2.0,23.0,21120,20
313,2011,2011020313,2011-11-25,1,2,2,BOS,DET,2.3,4.2,2.9,BOS,2.0,1.0,43.0,22740,20,DET,2.0,4.0,31.0,22740,20
318,2011,2011020318,2011-11-25,0,5,6,ANA,CHI,2.9,4.2,2.3,ANA,5.0,10.0,28.0,20828,20,CHI,6.0,11.0,42.0,21302,20
336,2011,2011020336,2011-11-26,0,1,2,LAK,CHI,2.3,4.0,2.7,LAK,1.0,0.0,27.0,21360,20,CHI,2.0,4.0,27.0,21360,20
335,2011,2011020335,2011-11-26,0,2,3,SJS,VAN,2.14,4.2,3.0,SJS,2.0,4.0,45.0,21520,20,VAN,3.0,6.0,27.0,21240,20
