Unnamed: 0,season,gameId,date,result_reg,team_goals_reg_home,team_goals_reg_away,teamname_home,teamname_away,odd_winhome,odd_draw,odd_awaywin,teamname_home_home_dup,home_goals_from_players,home_assists,home_shots,home_toi_total,home_num_players,teamname_away_away_dup,away_goals_from_players,away_assists,away_shots,away_toi_total,away_num_players
9397,2018,2018021256,2019-04-05,2,5,2,ANA,LAK,2.03,4.33,3.42,ANA,5.0,8.0,33.0,21072,20,LAK,2.0,2.0,46.0,21480,20
9406,2018,2018021265,2019-04-06,0,0,3,WSH,NYI,2.4,4.33,2.76,WSH,0.0,0.0,29.0,21480,20,NYI,3.0,6.0,24.0,21360,20
9412,2018,2018021271,2019-04-06,2,5,2,SJS,COL,2.0,4.6,3.24,SJS,5.0,9.0,30.0,21360,20,COL,2.0,4.0,30.0,21360,20
9411,2018,2018021270,2019-04-06,2,5,2,LAK,VGK,3.26,4.5,2.05,LAK,5.0,6.0,32.0,21360,20,VGK,2.0,4.0,31.0,21275,20
9410,2018,2018021269,2019-04-06,0,2,4,ARI,WPG,3.0,4.33,2.22,ARI,2.0,2.0,21.0,21362,20,WPG,4.0,6.0,32.0,21436,20
9409,2018,2018021268,2019-04-06,0,1,3,CGY,EDM,1.85,4.75,3.74,CGY,1.0,2.0,31.0,21525,20,EDM,3.0,5.0,25.0,21240,20
9408,2018,2018021267,2019-04-06,2,3,0,DAL,MIN,2.01,4.33,3.35,DAL,3.0,6.0,44.0,21240,20,MIN,0.0,0.0,24.0,21199,20
9407,2018,2018021266,2019-04-06,2,5,2,NSH,CHI,1.67,5.05,4.2,NSH,5.0,9.0,50.0,21360,20,CHI,2.0,3.0,33.0,21338,20
9405,2018,2018021264,2019-04-06,1,3,3,PIT,NYR,1.55,5.5,5.55,PIT,3.0,6.0,39.0,22116,20,NYR,4.0,3.0,30.0,21636,20
9403,2018,2018021262,2019-04-06,1,3,3,FLA,NJD,1.79,5.05,3.84,FLA,3.0,5.0,40.0,21343,20,NJD,4.0,8.0,27.0,21520,20
9402,2018,2018021261,2019-04-06,0,1,7,DET,BUF,2.41,4.4,2.62,DET,1.0,2.0,24.0,21465,20,BUF,7.0,9.0,37.0,21259,20
9401,2018,2018021260,2019-04-06,0,2,6,OTT,CBJ,4.4,4.75,1.85,OTT,2.0,3.0,29.0,21600,20,CBJ,6.0,7.0,27.0,21600,20
9400,2018,2018021259,2019-04-06,1,5,5,MTL,TOR,2.46,4.5,2.52,MTL,5.0,10.0,49.0,22680,20,TOR,5.0,6.0,49.0,22794,20
9399,2018,2018021258,2019-04-06,1,2,2,STL,VAN,1.63,4.8,4.85,STL,2.0,4.0,36.0,22613,20,VAN,2.0,3.0,25.0,22649,20
9398,2018,2018021257,2019-04-06,0,3,6,BOS,TBL,2.4,4.4,2.62,BOS,3.0,5.0,33.0,21247,20,TBL,6.0,9.0,22.0,21240,20
9404,2018,2018021263,2019-04-06,0,3,4,PHI,CAR,2.97,4.85,2.12,PHI,3.0,5.0,31.0,21360,20,CAR,4.0,8.0,28.0,21412,20
9413,2019,2019020001,2019-10-02,2,5,3,TOR,OTT,1.48,5.55,6.0,TOR,5.0,9.0,42.0,21240,20,OTT,3.0,6.0,26.0,21110,20
9414,2019,2019020002,2019-10-02,1,2,2,STL,WSH,2.08,4.5,3.25,STL,2.0,4.0,22.0,21931,20,WSH,3.0,6.0,34.0,22089,20
9415,2019,2019020003,2019-10-02,2,3,2,EDM,VAN,2.22,4.33,2.9,EDM,3.0,6.0,22.0,21120,20,VAN,2.0,4.0,33.0,21360,20
9416,2019,2019020004,2019-10-02,2,4,1,VGK,SJS,1.92,4.75,3.62,VGK,4.0,4.0,35.0,21000,20,SJS,1.0,2.0,22.0,21182,20
9424,2019,2019020012,2019-10-03,2,2,1,ANA,ARI,2.41,4.2,2.66,ANA,2.0,4.0,29.0,21480,20,ARI,1.0,2.0,33.0,21480,20
9423,2019,2019020011,2019-10-03,2,5,3,COL,CGY,2.28,4.5,2.7,COL,5.0,9.0,32.0,21235,20,CGY,3.0,6.0,30.0,21000,20
9422,2019,2019020010,2019-10-03,0,1,2,DAL,BOS,2.53,4.2,2.51,DAL,1.0,2.0,29.0,21173,20,BOS,2.0,3.0,20.0,21360,20
9421,2019,2019020009,2019-10-03,2,5,2,NSH,MIN,1.95,4.4,3.5,NSH,5.0,10.0,32.0,21313,20,MIN,2.0,4.0,24.0,21360,20
9420,2019,2019020008,2019-10-03,1,3,3,CAR,MTL,2.03,4.5,3.12,CAR,3.0,5.0,43.0,22498,20,MTL,3.0,4.0,36.0,22465,20
9418,2019,2019020006,2019-10-03,2,6,4,NYR,WPG,2.31,4.4,2.66,NYR,6.0,11.0,32.0,21101,20,WPG,4.0,7.0,47.0,21383,20
9417,2019,2019020005,2019-10-03,2,5,2,TBL,FLA,1.86,4.75,3.55,TBL,5.0,9.0,30.0,21120,20,FLA,2.0,3.0,37.0,21272,20
9419,2019,2019020007,2019-10-03,0,1,3,PIT,BUF,1.83,4.75,3.78,PIT,1.0,2.0,29.0,21386,20,BUF,3.0,5.0,41.0,21094,20
9425,2019,2019020013,2019-10-04,1,4,4,NJD,WPG,2.05,4.7,3.08,NJD,4.0,7.0,39.0,22560,20,WPG,4.0,8.0,30.0,22560,20
9426,2019,2019020014,2019-10-04,0,1,2,NYI,WSH,2.38,4.25,2.64,NYI,1.0,2.0,26.0,21425,20,WSH,2.0,4.0,28.0,21480,20
9427,2019,2019020015,2019-10-04,0,1,4,CBJ,TOR,3.32,4.75,1.93,CBJ,1.0,0.0,29.0,21006,20,TOR,4.0,8.0,29.0,20995,20
9428,2019,2019020016,2019-10-04,2,4,3,PHI,CHI,2.35,4.5,2.75,PHI,4.0,5.0,38.0,21362,20,CHI,3.0,5.0,31.0,21254,20
9429,2019,2019020017,2019-10-04,0,1,5,SJS,VGK,2.78,4.5,2.25,SJS,1.0,2.0,35.0,21240,20,VGK,5.0,8.0,29.0,21000,20
9437,2019,2019020025,2019-10-05,0,3,5,NSH,DET,1.62,4.95,4.55,NSH,3.0,6.0,42.0,21360,20,DET,5.0,8.0,28.0,21470,20
9441,2019,2019020029,2019-10-05,2,6,5,EDM,LAK,2.05,4.33,3.3,EDM,6.0,10.0,31.0,21129,20,LAK,5.0,8.0,32.0,21014,20
9440,2019,2019020028,2019-10-05,2,3,0,CGY,VAN,1.79,4.75,4.0,CGY,3.0,3.0,30.0,20880,20,VAN,0.0,0.0,34.0,21118,20
9442,2019,2019020030,2019-10-05,2,3,1,ANA,SJS,2.44,4.33,2.58,ANA,3.0,3.0,33.0,21125,20,SJS,1.0,2.0,36.0,21198,20
9438,2019,2019020026,2019-10-05,2,4,2,COL,MIN,2.03,4.5,3.19,COL,4.0,6.0,32.0,21142,20,MIN,2.0,2.0,31.0,20977,20
9436,2019,2019020024,2019-10-05,2,3,2,STL,DAL,2.15,4.33,3.05,STL,3.0,6.0,30.0,21360,20,DAL,2.0,0.0,29.0,21360,20
9439,2019,2019020027,2019-10-05,0,0,1,ARI,BOS,3.05,4.33,2.1,ARI,0.0,0.0,35.0,21240,20,BOS,1.0,1.0,26.0,21120,20
9434,2019,2019020022,2019-10-05,2,7,2,PIT,CBJ,1.85,4.75,3.65,PIT,7.0,10.0,40.0,21480,20,CBJ,2.0,3.0,30.0,21216,20
9433,2019,2019020021,2019-10-05,2,4,3,FLA,TBL,2.8,4.5,2.19,FLA,4.0,8.0,28.0,21360,20,TBL,3.0,6.0,35.0,21273,20
9432,2019,2019020020,2019-10-05,0,1,4,OTT,NYR,2.95,4.5,2.22,OTT,1.0,2.0,32.0,21367,20,NYR,4.0,7.0,30.0,21000,20
9431,2019,2019020019,2019-10-05,1,5,5,TOR,MTL,2.0,4.75,3.4,TOR,5.0,9.0,37.0,22592,20,MTL,5.0,7.0,42.0,22411,20
9430,2019,2019020018,2019-10-05,2,7,2,BUF,NJD,2.41,4.33,2.65,BUF,7.0,11.0,36.0,21360,20,NJD,2.0,4.0,20.0,21299,20
9435,2019,2019020023,2019-10-05,1,2,2,WSH,CAR,2.4,4.35,2.65,WSH,2.0,3.0,34.0,22264,20,CAR,3.0,5.0,28.0,21919,20
9443,2019,2019020031,2019-10-06,1,3,3,CAR,TBL,2.54,4.4,2.4,CAR,4.0,7.0,44.0,21776,20,TBL,3.0,3.0,13.0,21681,20
9444,2019,2019020032,2019-10-06,2,4,3,DET,DAL,3.2,4.5,2.01,DET,4.0,8.0,33.0,21360,20,DAL,3.0,5.0,22.0,20696,20
9445,2019,2019020033,2019-10-06,2,4,1,NYI,WPG,2.09,4.8,2.97,NYI,4.0,8.0,33.0,21360,20,WPG,1.0,2.0,36.0,21486,20
9446,2019,2019020034,2019-10-07,0,2,3,TOR,STL,2.13,4.4,2.92,TOR,2.0,4.0,34.0,21120,20,STL,3.0,5.0,30.0,21240,20
9447,2019,2019020035,2019-10-07,1,3,3,CBJ,BUF,2.39,4.33,2.6,CBJ,4.0,7.0,44.0,21745,20,BUF,3.0,4.0,18.0,21915,20
9455,2019,2019020043,2019-10-08,0,3,4,VGK,BOS,2.26,4.33,2.9,VGK,3.0,6.0,34.0,21280,20,BOS,4.0,7.0,35.0,21379,20
9454,2019,2019020042,2019-10-08,1,3,3,CGY,LAK,1.69,4.8,4.25,CGY,3.0,4.0,29.0,21652,20,LAK,4.0,8.0,40.0,21610,20
9453,2019,2019020041,2019-10-08,2,5,2,NSH,SJS,1.9,4.5,3.44,NSH,5.0,5.0,25.0,21354,20,SJS,2.0,4.0,35.0,21075,20
9452,2019,2019020040,2019-10-08,0,1,3,DET,ANA,2.6,4.2,2.44,DET,1.0,2.0,32.0,21240,20,ANA,3.0,6.0,29.0,21344,20
9450,2019,2019020038,2019-10-08,0,1,4,PIT,WPG,1.95,4.85,3.17,PIT,1.0,2.0,38.0,21600,20,WPG,4.0,6.0,22.0,21360,20
9449,2019,2019020037,2019-10-08,0,2,5,NYI,EDM,1.96,4.5,3.38,NYI,2.0,3.0,27.0,21109,20,EDM,5.0,8.0,27.0,21360,20
9448,2019,2019020036,2019-10-08,0,3,6,FLA,CAR,2.2,4.5,2.76,FLA,3.0,6.0,50.0,21078,20,CAR,6.0,11.0,35.0,20690,20
9451,2019,2019020039,2019-10-08,1,3,3,WSH,DAL,2.2,4.33,3.11,WSH,3.0,5.0,32.0,21298,20,DAL,4.0,6.0,26.0,21172,20
9456,2019,2019020044,2019-10-09,1,4,4,BUF,MTL,2.4,4.4,2.56,BUF,5.0,7.0,39.0,21732,20,MTL,4.0,6.0,27.0,21577,20
9457,2019,2019020045,2019-10-09,2,4,0,PHI,NJD,2.28,4.4,2.75,PHI,4.0,5.0,34.0,20996,20,NJD,0.0,0.0,25.0,21234,20
9458,2019,2019020046,2019-10-09,2,8,2,VAN,LAK,2.0,4.4,3.28,VAN,8.0,13.0,25.0,21120,20,LAK,2.0,3.0,39.0,21368,20
9466,2019,2019020054,2019-10-10,0,4,5,CHI,SJS,2.45,5.25,2.45,CHI,4.0,6.0,30.0,21394,20,SJS,5.0,9.0,34.0,21359,20
9469,2019,2019020057,2019-10-10,2,4,1,ARI,VGK,2.8,4.33,2.38,ARI,4.0,6.0,29.0,21120,20,VGK,1.0,2.0,38.0,21360,20
9468,2019,2019020056,2019-10-10,2,4,2,COL,BOS,2.45,4.95,2.55,COL,4.0,5.0,36.0,21480,20,BOS,2.0,4.0,41.0,21443,20
9467,2019,2019020055,2019-10-10,1,2,2,DAL,CGY,2.45,4.35,2.62,DAL,2.0,4.0,36.0,22489,20,CGY,2.0,3.0,29.0,22230,20
9465,2019,2019020053,2019-10-10,2,5,2,WPG,MIN,2.32,4.33,2.7,WPG,5.0,8.0,32.0,21240,20,MIN,2.0,2.0,40.0,21240,20
9464,2019,2019020052,2019-10-10,2,6,5,NSH,WSH,2.21,4.5,2.95,NSH,6.0,11.0,38.0,21406,20,WSH,5.0,8.0,26.0,21192,20
9463,2019,2019020051,2019-10-10,0,4,6,OTT,STL,3.88,5.05,1.78,OTT,4.0,7.0,29.0,21210,20,STL,6.0,9.0,37.0,21600,20
9462,2019,2019020050,2019-10-10,2,2,1,PIT,ANA,2.1,4.4,3.02,PIT,2.0,4.0,28.0,21241,20,ANA,1.0,2.0,32.0,20980,20
9461,2019,2019020049,2019-10-10,1,3,3,NJD,EDM,2.25,4.45,2.71,NJD,3.0,4.0,31.0,22599,20,EDM,3.0,6.0,22.0,22560,20
9460,2019,2019020048,2019-10-10,0,2,4,MTL,DET,1.82,4.75,3.65,MTL,2.0,4.0,35.0,21404,20,DET,4.0,7.0,34.0,21357,20
9459,2019,2019020047,2019-10-10,0,3,7,TOR,TBL,2.35,4.95,2.6,TOR,3.0,6.0,28.0,21328,20,TBL,7.0,12.0,33.0,21417,20
9470,2019,2019020058,2019-10-11,1,2,2,BUF,FLA,2.8,4.55,2.29,BUF,2.0,4.0,32.0,22560,20,FLA,2.0,4.0,43.0,22320,20
9471,2019,2019020059,2019-10-11,0,1,2,CBJ,ANA,2.2,4.33,2.9,CBJ,1.0,1.0,27.0,21480,20,ANA,2.0,4.0,23.0,21235,20
9472,2019,2019020060,2019-10-11,2,5,2,CAR,NYI,1.92,4.5,3.52,CAR,5.0,7.0,40.0,21115,20,NYI,2.0,4.0,19.0,21240,20
9486,2019,2019020074,2019-10-12,2,6,2,VGK,CGY,2.08,4.5,3.01,VGK,6.0,9.0,30.0,21119,20,CGY,2.0,3.0,35.0,21240,20
9485,2019,2019020073,2019-10-12,1,2,2,VAN,PHI,2.47,4.4,2.7,VAN,2.0,4.0,24.0,22569,20,PHI,2.0,4.0,32.0,22680,20
9484,2019,2019020072,2019-10-12,1,2,2,COL,ARI,2.09,4.4,3.1,COL,3.0,6.0,32.0,22076,20,ARI,2.0,4.0,36.0,22032,20
9483,2019,2019020071,2019-10-12,0,4,7,MIN,PIT,2.3,4.3,2.72,MIN,4.0,8.0,33.0,21180,20,PIT,7.0,10.0,35.0,21346,20
9482,2019,2019020070,2019-10-12,0,1,4,DAL,WSH,2.4,4.33,2.65,DAL,1.0,2.0,25.0,21211,20,WSH,4.0,7.0,25.0,20876,20
9481,2019,2019020069,2019-10-12,1,2,2,CHI,WPG,2.19,4.6,2.75,CHI,2.0,3.0,29.0,21330,20,WPG,3.0,6.0,33.0,21571,20
9480,2019,2019020068,2019-10-12,0,2,3,CAR,CBJ,1.75,4.75,3.9,CAR,2.0,4.0,32.0,21240,20,CBJ,3.0,5.0,35.0,21240,20
9478,2019,2019020066,2019-10-12,0,2,5,DET,TOR,3.66,5.0,1.77,DET,2.0,4.0,27.0,21240,20,TOR,5.0,6.0,41.0,21480,20
9477,2019,2019020065,2019-10-12,2,6,3,MTL,STL,2.7,4.35,2.4,MTL,6.0,12.0,38.0,21430,20,STL,3.0,5.0,29.0,21120,20
9476,2019,2019020064,2019-10-12,2,3,0,BOS,NJD,1.75,4.75,3.9,BOS,3.0,5.0,32.0,21120,20,NJD,0.0,0.0,31.0,21337,20
9475,2019,2019020063,2019-10-12,2,7,4,LAK,NSH,3.18,4.5,2.0,LAK,7.0,11.0,38.0,21189,20,NSH,4.0,8.0,32.0,21360,20
9474,2019,2019020062,2019-10-12,2,4,2,OTT,TBL,4.9,5.25,1.6,OTT,4.0,7.0,34.0,21120,20,TBL,2.0,3.0,21.0,21115,20
9473,2019,2019020061,2019-10-12,0,1,4,NYR,EDM,2.25,4.5,2.71,NYR,1.0,1.0,21.0,21409,20,EDM,4.0,6.0,27.0,21120,20
9479,2019,2019020067,2019-10-12,1,2,2,NYI,FLA,2.4,4.33,2.59,NYI,2.0,4.0,28.0,22440,20,FLA,2.0,4.0,37.0,22680,20
9487,2019,2019020075,2019-10-13,0,2,7,WPG,PIT,2.27,4.6,2.7,WPG,2.0,4.0,29.0,21375,20,PIT,7.0,12.0,28.0,20968,20
9488,2019,2019020076,2019-10-13,0,2,5,LAK,VGK,3.1,4.65,2.05,LAK,2.0,4.0,38.0,21368,20,VGK,5.0,9.0,35.0,21240,20
9489,2019,2019020077,2019-10-13,2,3,1,SJS,CGY,2.25,4.5,2.65,SJS,3.0,5.0,20.0,21120,20,CGY,1.0,1.0,33.0,21353,20
9494,2019,2019020082,2019-10-14,2,4,0,BUF,DAL,2.6,4.2,2.42,BUF,4.0,8.0,22.0,21360,20,DAL,0.0,0.0,25.0,21398,20
9495,2019,2019020083,2019-10-14,0,3,6,WSH,COL,2.24,4.5,2.9,WSH,3.0,5.0,32.0,21084,20,COL,6.0,11.0,25.0,21240,20
9493,2019,2019020081,2019-10-14,1,2,2,NYI,STL,2.85,4.33,2.28,NYI,3.0,4.0,32.0,21682,20,STL,2.0,4.0,23.0,21772,20
9496,2019,2019020084,2019-10-14,2,3,1,CHI,EDM,2.38,4.5,2.64,CHI,3.0,4.0,35.0,21189,20,EDM,1.0,2.0,28.0,21120,20
9491,2019,2019020079,2019-10-14,0,0,2,OTT,MIN,2.82,4.5,2.2,OTT,0.0,0.0,26.0,20879,20,MIN,2.0,2.0,35.0,20993,20
9490,2019,2019020078,2019-10-14,2,4,2,BOS,ANA,1.79,4.5,4.02,BOS,4.0,5.0,23.0,21098,20,ANA,2.0,3.0,32.0,21394,20
9492,2019,2019020080,2019-10-14,0,4,6,NJD,FLA,2.54,4.4,2.46,NJD,4.0,8.0,21.0,21065,20,FLA,6.0,11.0,34.0,21240,20
9502,2019,2019020090,2019-10-15,0,2,5,VGK,NSH,2.23,4.95,2.95,VGK,2.0,4.0,35.0,21108,20,NSH,5.0,7.0,39.0,21268,20
9501,2019,2019020089,2019-10-15,2,5,1,VAN,DET,2.06,4.95,2.97,VAN,5.0,10.0,32.0,21231,20,DET,1.0,2.0,27.0,21249,20
9500,2019,2019020088,2019-10-15,2,3,1,CGY,PHI,2.06,4.9,3.05,CGY,3.0,2.0,38.0,21120,20,PHI,1.0,2.0,22.0,21210,20
9503,2019,2019020091,2019-10-15,0,0,2,LAK,CAR,3.15,4.6,2.0,LAK,0.0,0.0,31.0,21120,20,CAR,2.0,3.0,23.0,21062,20
9498,2019,2019020086,2019-10-15,0,1,3,MTL,TBL,2.85,4.5,2.15,MTL,1.0,1.0,34.0,21567,20,TBL,3.0,6.0,22.0,21036,20
9497,2019,2019020085,2019-10-15,2,4,2,TOR,MIN,1.65,5.05,4.4,TOR,4.0,8.0,34.0,21240,20,MIN,2.0,4.0,29.0,21422,20
9499,2019,2019020087,2019-10-15,0,2,4,WPG,ARI,2.22,4.5,2.95,WPG,2.0,4.0,40.0,21453,20,ARI,4.0,7.0,35.0,20985,20
9504,2019,2019020092,2019-10-16,1,2,2,PIT,COL,2.39,4.8,2.49,PIT,3.0,4.0,32.0,22308,20,COL,2.0,3.0,28.0,22267,20
9505,2019,2019020093,2019-10-16,2,4,3,WSH,TOR,2.25,4.6,2.7,WSH,4.0,8.0,32.0,21480,20,TOR,3.0,5.0,32.0,21071,20
9506,2019,2019020094,2019-10-16,2,3,2,CBJ,DAL,2.45,4.2,2.6,CBJ,3.0,4.0,35.0,21362,20,DAL,2.0,4.0,32.0,21240,20
9507,2019,2019020095,2019-10-16,2,6,3,EDM,PHI,2.24,4.95,2.76,EDM,6.0,11.0,22.0,21042,20,PHI,3.0,6.0,52.0,21488,20
9508,2019,2019020096,2019-10-16,2,5,2,ANA,BUF,2.23,4.33,2.86,ANA,5.0,8.0,31.0,20673,20,BUF,2.0,2.0,33.0,21049,20
9509,2019,2019020097,2019-10-16,2,5,2,SJS,CAR,2.19,4.95,2.8,SJS,5.0,8.0,22.0,21120,20,CAR,2.0,4.0,38.0,21301,20
9516,2019,2019020104,2019-10-17,2,5,2,ARI,NSH,2.85,4.33,2.36,ARI,5.0,8.0,32.0,21120,20,NSH,2.0,3.0,25.0,20907,20
9518,2019,2019020106,2019-10-17,0,0,3,LAK,BUF,2.27,4.4,2.85,LAK,0.0,0.0,46.0,21253,20,BUF,3.0,5.0,24.0,21240,20
9517,2019,2019020105,2019-10-17,1,2,2,VGK,OTT,1.48,5.5,5.75,VGK,2.0,3.0,54.0,22319,20,OTT,2.0,4.0,39.0,22441,20
9515,2019,2019020103,2019-10-17,2,5,1,CGY,DET,1.64,5.0,4.4,CGY,5.0,6.0,36.0,21230,20,DET,1.0,2.0,28.0,20992,20
9511,2019,2019020099,2019-10-17,2,4,0,MTL,MIN,1.96,4.5,3.35,MTL,4.0,5.0,33.0,20954,20,MIN,0.0,0.0,17.0,20984,20
9513,2019,2019020101,2019-10-17,1,3,3,STL,VAN,1.81,4.6,3.92,STL,3.0,5.0,37.0,22200,20,VAN,3.0,6.0,32.0,22320,20
9512,2019,2019020100,2019-10-17,2,5,2,NJD,NYR,2.32,4.4,2.7,NJD,5.0,4.0,38.0,20880,20,NYR,2.0,4.0,31.0,20977,20
9510,2019,2019020098,2019-10-17,1,3,3,BOS,TBL,2.38,4.4,2.61,BOS,3.0,6.0,37.0,22440,20,TBL,3.0,5.0,36.0,22443,20
9514,2019,2019020102,2019-10-17,0,1,3,WPG,NYI,2.15,4.33,2.88,WPG,1.0,2.0,33.0,21584,20,NYI,3.0,4.0,26.0,21376,20
9519,2019,2019020107,2019-10-18,1,4,4,FLA,COL,2.18,4.5,2.85,FLA,4.0,7.0,44.0,21972,20,COL,5.0,10.0,41.0,21852,20
9520,2019,2019020108,2019-10-18,2,4,2,PIT,DAL,2.1,4.4,3.06,PIT,4.0,7.0,33.0,21480,20,DAL,2.0,3.0,24.0,21345,20
9521,2019,2019020109,2019-10-18,2,5,2,WSH,NYR,1.67,5.0,4.4,WSH,5.0,7.0,34.0,21205,20,NYR,2.0,4.0,28.0,21227,20
9522,2019,2019020110,2019-10-18,1,2,2,CHI,CBJ,2.12,4.9,3.0,CHI,3.0,5.0,33.0,21304,20,CBJ,2.0,2.0,39.0,21354,20
9523,2019,2019020111,2019-10-18,2,2,1,EDM,DET,1.83,4.75,3.62,EDM,2.0,4.0,37.0,21477,20,DET,1.0,2.0,26.0,21360,20
9524,2019,2019020112,2019-10-18,2,4,2,ANA,CAR,2.75,4.33,2.41,ANA,4.0,8.0,20.0,21353,20,CAR,2.0,2.0,24.0,21480,20
9532,2019,2019020120,2019-10-19,2,5,2,ARI,OTT,1.72,4.8,4.2,ARI,5.0,8.0,27.0,21445,20,OTT,2.0,1.0,36.0,20995,20
9535,2019,2019020123,2019-10-19,0,3,4,SJS,BUF,2.0,4.75,3.3,SJS,3.0,5.0,32.0,21120,20,BUF,4.0,8.0,35.0,21177,20
9534,2019,2019020122,2019-10-19,2,4,1,LAK,CGY,3.1,4.5,2.07,LAK,4.0,4.0,36.0,20996,20,CGY,1.0,0.0,24.0,20719,20
9533,2019,2019020121,2019-10-19,1,2,2,NSH,FLA,1.95,4.6,3.3,NSH,2.0,3.0,27.0,22601,20,FLA,2.0,4.0,30.0,22479,20
9531,2019,2019020119,2019-10-19,1,2,2,CBJ,NYI,2.4,4.33,2.67,CBJ,2.0,2.0,36.0,21732,20,NYI,3.0,4.0,34.0,21612,20
9525,2019,2019020113,2019-10-19,2,1,0,NJD,VAN,2.27,4.4,2.85,NJD,1.0,2.0,24.0,20765,20,VAN,0.0,0.0,25.0,21057,20
9529,2019,2019020117,2019-10-19,0,1,4,PHI,DAL,2.05,4.33,3.35,PHI,1.0,2.0,39.0,21416,20,DAL,4.0,5.0,16.0,21120,20
9528,2019,2019020116,2019-10-19,0,2,6,TBL,COL,1.77,4.8,3.84,TBL,2.0,4.0,46.0,21155,20,COL,6.0,9.0,24.0,21197,20
9527,2019,2019020115,2019-10-19,1,3,3,TOR,BOS,2.35,4.4,2.65,TOR,4.0,7.0,29.0,22057,20,BOS,3.0,6.0,46.0,22416,20
9526,2019,2019020114,2019-10-19,0,2,5,STL,MTL,2.1,4.5,3.01,STL,2.0,4.0,34.0,21118,20,MTL,5.0,7.0,25.0,21240,20
9530,2019,2019020118,2019-10-19,0,0,3,PIT,VGK,2.85,4.5,2.22,PIT,0.0,0.0,29.0,21329,20,VGK,3.0,3.0,24.0,21120,20
9536,2019,2019020124,2019-10-20,0,2,3,NYR,VAN,2.32,4.4,2.68,NYR,2.0,4.0,40.0,21258,20,VAN,3.0,4.0,43.0,21240,20
9537,2019,2019020125,2019-10-20,2,4,3,MIN,MTL,2.35,4.33,2.65,MIN,4.0,8.0,33.0,21404,20,MTL,3.0,4.0,33.0,21187,20
9538,2019,2019020126,2019-10-20,0,3,5,CHI,WSH,3.04,4.5,2.12,CHI,3.0,5.0,44.0,21592,20,WSH,5.0,7.0,30.0,21000,20
9539,2019,2019020127,2019-10-20,1,0,0,WPG,EDM,2.2,4.6,2.95,WPG,0.0,0.0,23.0,22560,20,EDM,0.0,0.0,28.0,22320,20
9540,2019,2019020128,2019-10-20,0,1,2,ANA,CGY,2.13,4.4,3.02,ANA,1.0,2.0,30.0,21600,20,CGY,2.0,4.0,29.0,21240,20
9544,2019,2019020132,2019-10-21,2,2,1,DAL,OTT,1.73,4.75,4.05,DAL,2.0,4.0,43.0,21358,20,OTT,1.0,2.0,20.0,21031,20
9543,2019,2019020131,2019-10-21,2,3,1,STL,COL,2.17,4.4,2.94,STL,3.0,6.0,25.0,21003,20,COL,1.0,2.0,18.0,21095,20
9541,2019,2019020129,2019-10-21,1,3,3,TOR,CBJ,1.78,4.75,3.8,TOR,3.0,6.0,31.0,21511,20,CBJ,4.0,5.0,38.0,21828,20
9542,2019,2019020130,2019-10-21,2,6,2,PHI,VGK,2.6,4.4,2.45,PHI,6.0,11.0,37.0,21030,20,VGK,2.0,4.0,35.0,21042,20
9545,2019,2019020133,2019-10-22,2,4,2,BOS,TOR,1.84,4.75,3.55,BOS,4.0,6.0,39.0,21171,20,TOR,2.0,4.0,30.0,21191,20
9546,2019,2019020134,2019-10-22,1,3,3,BUF,SJS,2.38,4.5,2.8,BUF,4.0,8.0,29.0,22132,20,SJS,3.0,6.0,28.0,21941,20
9547,2019,2019020135,2019-10-22,2,4,2,FLA,PIT,2.12,4.5,3.14,FLA,4.0,7.0,22.0,21480,20,PIT,2.0,4.0,25.0,21479,20
9548,2019,2019020136,2019-10-22,1,2,2,NYR,ARI,2.73,4.33,2.4,NYR,2.0,4.0,19.0,21251,20,ARI,3.0,6.0,35.0,21622,20
9549,2019,2019020137,2019-10-22,0,2,5,DET,VAN,2.72,4.33,2.5,DET,2.0,4.0,33.0,20925,20,VAN,5.0,9.0,41.0,20775,20
9550,2019,2019020138,2019-10-22,2,6,1,NSH,ANA,2.0,4.4,3.35,NSH,6.0,6.0,30.0,21240,20,ANA,1.0,0.0,27.0,20889,20
9551,2019,2019020139,2019-10-22,2,3,0,MIN,EDM,2.4,4.33,2.78,MIN,3.0,6.0,30.0,21240,20,EDM,0.0,0.0,25.0,21225,20
9552,2019,2019020140,2019-10-22,0,2,3,WPG,LAK,2.1,4.5,2.95,WPG,2.0,4.0,28.0,21201,20,LAK,3.0,3.0,41.0,21062,20
9553,2019,2019020141,2019-10-22,1,1,1,CHI,VGK,2.6,4.4,2.35,CHI,1.0,2.0,32.0,22319,20,VGK,1.0,2.0,34.0,22458,20
9554,2019,2019020142,2019-10-22,0,3,5,CGY,WSH,2.34,4.4,2.85,CGY,3.0,6.0,35.0,21240,20,WSH,5.0,6.0,30.0,21212,20
9555,2019,2019020143,2019-10-23,2,5,2,OTT,DET,2.15,4.33,2.9,OTT,5.0,7.0,38.0,20996,20,DET,2.0,4.0,36.0,21360,20
9556,2019,2019020144,2019-10-23,2,3,2,TBL,PIT,1.63,5.15,4.55,TBL,3.0,6.0,48.0,21475,20,PIT,2.0,3.0,39.0,21205,20
9565,2019,2019020153,2019-10-24,1,5,5,CGY,FLA,2.15,4.5,3.05,CGY,5.0,10.0,24.0,22592,20,FLA,5.0,8.0,23.0,22561,20
