k_factor,home_advantage,train_accuracy,train_brier,train_logloss,test_accuracy,test_brier,test_logloss
22,50,0.4386448147638066,0.6571180560600167,1.0959281443611153,0.48758072528564333,0.6364300510172658,1.068409179592151
23,30,0.43506404076573474,0.6562503869172202,1.0937422854110275,0.4823646299056135,0.6340401849128118,1.0644148486899958
23,31,0.4361658173805261,0.6562419520604071,1.0937785941560234,0.48261301539990065,0.6341103616242054,1.0645422177530652
23,32,0.43657898361107284,0.656240015645119,1.0938235291622913,0.48335817188276203,0.6341898247765636,1.0646843444111354
23,33,0.4358903732268283,0.6562444354538355,1.0938768053497099,0.4841033283656234,0.634278273282277,1.064840630296055
23,34,0.43630353945737504,0.656254705089078,1.0939373626986606,0.4831097863884749,0.634376982446013,1.0650137603075356
23,35,0.4364412615342239,0.6562748806899544,1.0940136511365317,0.48360655737704916,0.6344787934374037,1.0651888085170151
23,36,0.43726759399531745,0.6563005195561996,1.094096422767102,0.48484848484848486,0.634588680638774,1.0653761561775636
23,37,0.4385070926869577,0.656335219170033,1.0941931998784038,0.4853452558370591,0.6347030518313099,1.0655683561660063
23,38,0.4386448147638066,0.656380901255423,1.0943080194568058,0.48633879781420764,0.6348212497953405,1.065764075912049
23,39,0.43781848230271314,0.656434479940438,1.0944344563301243,0.4860904123199205,0.6349485517517751,1.065974344783345
23,40,0.43892025891750447,0.6564948748722197,1.0945702467937415,0.4868355688027819,0.6350834055992561,1.0661959452145664
23,41,0.43795620437956206,0.6565640571703932,1.0947195076512553,0.48758072528564333,0.6352256575581174,1.0664285818248782
23,42,0.43823164853325985,0.6566434270558664,1.0948851497999277,0.4890710382513661,0.6353749813366811,1.0666716092972826
23,43,0.43781848230271314,0.6567328870508056,1.0950669726470286,0.48956780923994037,0.6355325640842532,1.0669275520623542
23,44,0.43823164853325985,0.6568283291918322,1.0952564277689523,0.4903129657228018,0.6356954809731528,1.067190357350122
23,45,0.43795620437956206,0.6569309764397773,1.0954560707276553,0.49155489319423745,0.635865957890631,1.067464692602971
23,46,0.43795620437956206,0.6570388071359066,1.0956616950057858,0.49056135121708894,0.636041038527565,1.0677444286155786
23,47,0.43878253684065555,0.6571557601278,1.0958815127132637,0.4890710382513661,0.6362224320496573,1.0680331240589256
23,48,0.4391957030712023,0.6572796914988926,1.0961110770460922,0.48857426726279185,0.6364080483621236,1.068326408141822
23,49,0.43795620437956206,0.6574078548725535,1.0963446848056482,0.48782911077993046,0.6366030891864687,1.0686351177557707
23,50,0.4376807602258642,0.6575422947053153,1.0965865896590175,0.4868355688027819,0.6368047904425478,1.0689534911653262
24,30,0.43354909792039664,0.6567161787280467,1.0944772325202294,0.48261301539990065,0.6344519627117852,1.0650252370474258
24,31,0.43451315245833905,0.6567086454193675,1.0945154803656458,0.4828614008941878,0.6345235611184814,1.0651556395595807
24,32,0.43575265114997935,0.656707297210701,1.094561676661021,0.4831097863884749,0.6346012051758563,1.0652940734145684
24,33,0.4369921498416196,0.6567096729122806,1.0946107256636497,0.4831097863884749,0.6346860212892481,1.0654429058893278
24,34,0.43657898361107284,0.6567187277047906,1.0946688057596141,0.4831097863884749,0.6347765359210359,1.0655990815165926
24,35,0.4360280953036772,0.6567351287188542,1.0947373028727028,0.4843517138599106,0.6348751038245717,1.0657675138675788
24,36,0.43671670568792176,0.6567587457803845,1.0948159391395549,0.4838549428713363,0.6349827183783474,1.0659503085373454
24,37,0.4374053160721664,0.6567918862288654,1.094909545177968,0.48484848484848486,0.6350962497401734,1.0661409586543515
24,38,0.4374053160721664,0.6568354970419504,1.0950201106644224,0.48460009935419773,0.6352118060738428,1.066331384713741
24,39,0.4376807602258642,0.6568871811766361,1.0951426482916766,0.4858420268256334,0.6353357444102048,1.0665348559728478
24,40,0.43795620437956206,0.656944581655779,1.0952722582634198,0.48658718330849476,0.6354728230438477,1.0667613168777388
24,41,0.4383693706101088,0.6570115905322895,1.0954170502719112,0.48633879781420764,0.6356192685040434,1.0670029365495608
24,42,0.43878253684065555,0.6570888979386651,1.095578481430689,0.4860904123199205,0.6357693458488892,1.0672477765772652
24,43,0.43823164853325985,0.6571752146484187,1.0957538839249128,0.48758072528564333,0.6359251319316125,1.0675001729100182
24,44,0.43795620437956206,0.6572700507934529,1.0959422275136843,0.48956780923994037,0.6360852541405766,1.0677573254028527
24,45,0.4368544277647707,0.6573725046051474,1.0961416288826924,0.48956780923994037,0.636251715415591,1.0680234631992922
24,46,0.43657898361107284,0.6574815605086964,1.0963499634500984,0.4900645802285147,0.6364237951194083,1.0682971032947506
24,47,0.4371298719184685,0.6575954750754627,1.0965635957573574,0.488822652757079,0.6366021508348317,1.0685796309268505
24,48,0.4374053160721664,0.6577173222900371,1.0967889461454203,0.4873323397913562,0.63679087022734,1.0688795540471967
24,49,0.4368544277647707,0.657844706595529,1.0970210402314227,0.4873323397913562,0.6369852221129944,1.069187012016279
24,50,0.43823164853325985,0.6579786388769934,1.0972619935801429,0.4873323397913562,0.6371869028613419,1.0695055547278707
25,30,0.43423770830464126,0.6571900137001017,1.0952206970603204,0.48261301539990065,0.6348754117728236,1.06565301405997
25,31,0.4332736537666988,0.6571782931535914,1.0952503394214608,0.4831097863884749,0.6349430102462856,1.0657751604091503
25,32,0.43423770830464126,0.6571733015559467,1.095289050761222,0.48261301539990065,0.6350171917221801,1.0659064877835407
25,33,0.4349263186888858,0.6571751638065986,1.0953371161074261,0.48360655737704916,0.635098906560437,1.066048987721077
25,34,0.4360280953036772,0.6571840418156636,1.0953948958348132,0.4828614008941878,0.6351881327702934,1.0662026264786324
25,35,0.43630353945737504,0.657200481009272,1.0954635408591114,0.48360655737704916,0.6352831284116038,1.0663637879616399
25,36,0.4358903732268283,0.6572234356123755,1.0955408852494275,0.4838549428713363,0.6353836227145561,1.066531930162552
25,37,0.4375430381490153,0.6572547650018159,1.0956308047390926,0.4838549428713363,0.635492823301612,1.0667137555095292
25,38,0.43726759399531745,0.6572945594703646,1.0957335157285648,0.48335817188276203,0.6356128915306093,1.0669137845701684
25,39,0.43823164853325985,0.6573437395168036,1.0958509436032664,0.485096870342772,0.6357431785910782,1.0671306759355237
25,40,0.43781848230271314,0.6573998680112112,1.0959780306978577,0.48658718330849476,0.6358794949959973,1.0673557503753015
25,41,0.43795620437956206,0.6574653581302837,1.0961198129722298,0.48658718330849476,0.6360223296006148,1.0675900755887051
25,42,0.4371298719184685,0.6575412539646566,1.0962784613040748,0.4858420268256334,0.6361695904635057,1.0678293002398374
25,43,0.4374053160721664,0.657624464296097,1.0964475325224625,0.48633879781420764,0.6363227290217189,1.0680764554649973
25,44,0.43781848230271314,0.6577152556088385,1.0966275943719457,0.4860904123199205,0.6364811219179907,1.0683302636891698
25,45,0.4364412615342239,0.65781543692598,1.0968224275984797,0.4870839542970691,0.6366449130788028,1.068591050388568
25,46,0.4361658173805261,0.657922830344099,1.0970274755002687,0.48782911077993046,0.6368133849209753,1.0688573575935265
25,47,0.4360280953036772,0.6580368390811541,1.0972414822403562,0.48782911077993046,0.6369915654681024,1.0691396897533545
25,48,0.4361658173805261,0.6581590097566438,1.0974676771291716,0.4880774962742176,0.6371802574435371,1.0694397397625663
25,49,0.43657898361107284,0.6582880365146451,1.0977033524478137,0.48758072528564333,0.6373770677322155,1.0697525469714704
25,50,0.4374053160721664,0.6584218712985428,1.097944263462201,0.48633879781420764,0.6375822305556313,1.0700786043075126
